DayOfYear,DayOfWeek,Time,Energy,NOx,CO,NO,NO2,PM10,PM25,Benzen,SO2,O3,Temperatura (C),Prędkość wiatru (km/h),Zachmurzenie (%),Ciśnienie (hPa),Opady (mm),Śnieg (cm)
335,5,21:00:00,0.0,54.7,0.61,21.9,21.2,38.3,43.5,2.11,2.1,17.4,3.3,7.2,29.0,1035.2,0.0,0.0
335,5,22:00:00,0.0,56.6,0.61,22.700000000000003,21.9,38.85,42.0,1.73,2.6,18.3,2.9,6.8,100.0,1035.3,0.0,0.0
335,5,23:00:00,0.0,31.25,0.55,10.05,15.85,35.1,36.5,1.57,2.0,28.6,3.1,6.1,100.0,1034.7,0.0,0.0
336,6,00:00:00,0.0,22.9,0.38,6.55,12.85,24.6,25.7,1.08,1.6,35.2,3.6,5.0,99.0,1034.4,0.0,0.0
336,6,01:00:00,0.0,13.2,0.32,2.75,9.0,17.75,18.8,0.82,1.2,37.3,3.0,7.6,69.0,1034.0,0.0,0.0
336,6,02:00:00,0.0,15.5,0.32,4.8,8.1,13.3,15.5,0.75,0.9,37.2,2.5,8.6,99.0,1033.6,0.0,0.0
336,6,03:00:00,0.0,15.0,0.34,4.2,8.6,13.85,16.6,0.79,0.8,34.3,2.4,6.8,100.0,1033.4,0.0,0.0
336,6,04:00:00,0.0,10.25,0.32,2.3,6.75,16.35,18.5,0.8,0.9,33.9,2.0,5.4,100.0,1033.2,0.0,0.0
336,6,05:00:00,0.0,9.4,0.29,2.25,6.0,15.8,19.3,0.76,1.0,32.7,1.7,4.3,100.0,1033.1,0.0,0.0
336,6,06:00:00,0.0,11.25,0.29,3.3000000000000003,6.25,19.65,19.5,0.78,0.9,29.3,1.4,4.0,100.0,1032.8,0.0,0.0
336,6,07:00:00,0.06999999999,12.65,0.3,3.25,7.65,18.4,19.3,0.78,0.9,28.5,1.5,5.0,100.0,1033.0,0.0,0.0
336,6,08:00:00,0.58,15.65,0.33,5.15,7.8,16.0,17.7,0.77,0.5,28.2,1.5,5.8,100.0,1032.9,0.0,0.0
336,6,09:00:00,1.12,16.85,0.31,5.4,8.45,14.4,16.3,0.75,0.7,27.2,1.8,3.2,100.0,1033.0,0.0,0.0
336,6,10:00:00,1.78,19.25,0.32,7.55,7.75,14.65,16.7,0.8,0.7,28.1,2.4,2.9,100.0,1032.4,0.0,0.0
336,6,11:00:00,2.76,23.8,0.37,10.45,7.75,17.8,18.3,0.85,0.8,27.4,3.4,4.7,100.0,1031.3,0.0,0.0
336,6,12:00:00,3.01,17.8,0.34,6.55,7.75,16.05,19.2,0.87,0.8,27.7,4.1,6.8,100.0,1030.7,0.0,0.0
336,6,13:00:00,1.78,19.950000000000003,0.37,7.55,8.4,22.0,22.1,0.91,1.2,28.8,3.9,8.3,100.0,1030.6,0.0,0.0
336,6,14:00:00,0.69,45.35,0.54,21.0,13.2,26.8,31.3,1.04,1.2,27.3,3.6,9.0,100.0,1030.4,0.0,0.0
336,6,15:00:00,0.02,43.95,0.55,18.2,16.1,29.75,32.5,1.37,0.6,24.0,3.3,9.0,100.0,1030.2,0.0,0.0
336,6,16:00:00,0.0,43.25,0.6,17.650000000000002,16.2,32.5,36.4,1.29,0.8,23.0,3.0,5.4,100.0,1029.9,0.0,0.0
336,6,17:00:00,0.0,29.2,0.52,11.85,11.1,25.450000000000003,26.8,1.21,0.8,23.0,2.3,4.7,100.0,1029.5,0.0,0.0
336,6,18:00:00,0.0,30.55,0.49,11.6,12.8,26.6,27.8,1.5,1.0,17.9,2.0,5.4,100.0,1029.3,0.0,0.0
336,6,19:00:00,0.0,50.45,0.61,22.0,16.9,22.85,24.8,1.9,1.2,13.6,1.6,5.8,100.0,1028.8,0.0,0.0
336,6,20:00:00,0.0,47.7,0.58,21.7,14.5,22.700000000000003,26.1,1.97,0.9,15.0,1.2,5.4,100.0,1028.6,0.0,0.0
336,6,21:00:00,0.0,16.65,0.44,4.45,9.85,19.2,22.0,1.73,0.7,16.3,1.0,5.8,100.0,1028.5,0.0,0.0
336,6,22:00:00,0.0,17.35,0.45,5.0,9.7,17.25,20.9,1.83,0.5,16.1,0.8,5.8,3.0,1027.5,0.0,0.0
336,6,23:00:00,0.0,16.650000000000002,0.48,5.2,8.6,15.6,19.5,1.61,0.8,14.0,0.4,6.8,6.0,1027.5,0.0,0.0
337,0,00:00:00,0.0,28.4,0.52,12.95,8.55,24.35,22.9,1.55,0.9,11.8,0.0,5.4,0.0,1027.6,0.0,0.0
337,0,01:00:00,0.0,20.5,0.45,8.25,7.9,17.1,15.7,1.84,0.7,10.0,0.3,2.5,0.0,1026.8,0.0,0.0
337,0,02:00:00,0.0,18.45,0.42,6.4,8.65,15.2,13.9,1.66,0.5,11.2,0.1,5.0,0.0,1026.7,0.0,0.0
337,0,03:00:00,0.0,12.05,0.41,3.4,6.85,12.6,13.0,1.5,0.5,10.4,-0.3,4.7,0.0,1026.3,0.0,0.0
337,0,04:00:00,0.0,13.55,0.41,4.1,7.35,10.9,12.2,1.28,0.5,9.8,-0.5,5.8,0.0,1025.8,0.0,0.0
337,0,05:00:00,0.0,23.6,0.41,10.0,8.3,9.55,11.2,1.24,0.5,10.5,-0.2,6.1,0.0,1025.7,0.0,0.0
337,0,06:00:00,0.0,54.65,0.52,25.75,15.25,10.85,12.7,1.13,0.5,8.2,-0.6,6.5,1.0,1025.5,0.0,0.0
337,0,07:00:00,0.37,110.1,0.72,61.1,16.7,15.15,14.9,1.24,0.4,3.0,-0.1,4.7,0.0,1025.6,0.0,0.0
337,0,08:00:00,3.29,142.6,0.81,77.95,23.35,17.6,17.4,1.45,0.7,3.0,2.0,2.2,0.0,1025.3,0.0,0.0
337,0,09:00:00,8.42000000001,152.7,0.83,84.5,23.4,26.700000000000003,24.2,1.79,1.0,4.6,3.6,1.4,0.0,1024.7,0.0,0.0
337,0,10:00:00,10.42999999999,134.4,0.72,71.5,25.0,33.0,31.5,2.05,1.2,5.7,5.5,5.8,0.0,1023.8,0.0,0.0
337,0,11:00:00,10.14,134.7,0.81,68.95,29.15,38.05,35.9,1.7999999999999998,1.9,10.1,6.4,10.8,0.0,1023.9,0.0,0.0
337,0,12:00:00,4.39,56.25,0.56,25.35,17.4,21.2,21.9,1.55,1.2,42.5,6.6,11.2,0.0,1023.2,0.0,0.0
337,0,13:00:00,1.09,29.8,0.4,9.95,14.55,20.7,16.6,0.77,0.8,52.9,6.1,13.0,0.0,1022.8,0.0,0.0
337,0,14:00:00,0.67,35.65,0.41,11.8,17.55,21.4,18.6,0.66,0.9,48.8,5.4,12.2,0.0,1022.7,0.0,0.0
337,0,15:00:00,0.07,45.5,0.46,15.35,22.0,23.3,22.4,0.67,0.8,47.4,3.8,9.4,70.0,1022.8,0.0,0.0
337,0,16:00:00,0.0,54.5,0.51,11.95,36.1,29.700000000000003,30.7,0.77,1.6,28.6,2.8,10.1,93.0,1022.2,0.0,0.0
337,0,17:00:00,0.0,156.75,1.15,72.75,45.4,50.85,56.1,1.53,2.0,11.8,2.1,13.0,0.0,1022.5,0.0,0.0
337,0,18:00:00,0.0,198.95,1.12,108.55,32.75,95.45,70.8,2.98,2.6,4.3,1.7,15.1,0.0,1022.2,0.0,0.0
337,0,19:00:00,0.0,204.6,1.38,108.9,37.8,101.8,83.4,7.7,2.6,3.5,1.5,15.1,0.0,1021.9,0.0,0.0
337,0,20:00:00,0.0,103.2,1.07,42.2,38.55,51.1,57.5,5.7,2.1,9.1,1.4,13.3,0.0,1022.0,0.0,0.0
337,0,21:00:00,0.0,21.25,0.49,3.2,16.3,26.6,29.5,2.39,1.8,35.2,1.2,14.4,0.0,1021.2,0.0,0.0
337,0,22:00:00,0.0,15.95,0.43,2.65,11.95,20.35,24.8,1.48,1.7,39.6,1.2,15.1,0.0,1021.3,0.0,0.0
337,0,23:00:00,0.0,12.95,0.39,1.7,10.25,20.8,21.7,1.24,1.9,41.8,1.1,15.8,0.0,1020.9,0.0,0.0
338,1,00:00:00,0.0,11.25,0.33,1.85,8.4,18.45,20.8,1.0,0.9,46.3,0.9,14.8,0.0,1020.7,0.0,0.0
338,1,01:00:00,0.0,8.4,0.28,1.15,6.65,19.8,19.7,0.78,0.8,51.7,0.8,14.4,0.0,1020.7,0.0,0.0
338,1,02:00:00,0.0,4.9,0.23,0.7,3.85,14.95,16.4,0.65,0.5,55.3,0.7,13.7,0.0,1020.3,0.0,0.0
338,1,03:00:00,0.0,5.65,0.24,0.5,4.85,15.35,16.9,0.6,0.6,53.6,0.6,15.5,0.0,1020.0,0.0,0.0
338,1,04:00:00,0.0,9.3,0.28,0.7,8.2,16.549999999999997,19.5,0.6,0.5,49.5,0.6,15.1,0.0,1019.8,0.0,0.0
338,1,05:00:00,0.0,9.6,0.27,1.25,7.7,16.8,18.6,0.62,0.4,47.8,0.9,14.4,0.0,1019.8,0.0,0.0
338,1,06:00:00,0.0,13.05,0.29,2.0,9.95,15.25,18.9,0.64,0.5,46.9,0.7,14.4,0.0,1019.6,0.0,0.0
338,1,07:00:00,0.42,25.25,0.37,4.05,19.0,15.85,18.7,0.92,0.5,37.9,1.1,14.4,80.0,1019.7,0.0,0.0
338,1,08:00:00,3.57,34.599999999999994,0.35,5.75,25.75,16.4,18.0,1.05,0.5,36.1,2.1,14.0,30.0,1019.9,0.0,0.0
338,1,09:00:00,8.4,41.3,0.34,9.7,26.450000000000003,16.4,17.5,1.05,0.6,39.1,3.3,15.1,32.0,1019.9,0.0,0.0
338,1,10:00:00,10.29,27.8,0.32,6.550000000000001,17.75,14.7,15.8,0.79,0.5,50.5,3.9,14.4,100.0,1019.4,0.0,0.0
338,1,11:00:00,9.97,26.1,0.31,7.75,14.25,21.2,16.7,0.68,0.5,59.0,4.6,13.3,78.0,1019.3,0.0,0.0
338,1,12:00:00,4.4,26.5,0.31,7.9,14.4,19.45,17.8,0.665,0.7,58.5,5.3,14.8,73.0,1018.7,0.0,0.0
338,1,13:00:00,1.30000000001,25.45,0.32,7.5,13.95,20.2,18.9,0.65,0.8,58.0,5.3,13.0,54.0,1018.6,0.0,0.0
338,1,14:00:00,0.68999999999,25.1,0.31,6.550000000000001,15.0,19.65,19.6,0.62,0.8,56.1,4.4,11.2,94.0,1019.1,0.0,0.0
338,1,15:00:00,0.08,33.75,0.36,7.6,22.1,25.6,22.2,0.7,1.3,44.6,2.8,10.8,81.0,1019.8,0.0,0.0
338,1,16:00:00,0.0,57.7,0.45,9.85,42.650000000000006,31.9,26.1,1.0,1.5,24.8,2.1,10.8,83.0,1019.6,0.0,0.0
338,1,17:00:00,0.0,113.1,0.73,35.65,58.45,42.05,39.3,1.7,1.5,5.5,1.4,10.4,85.0,1019.9,0.0,0.0
338,1,18:00:00,0.0,191.55,1.21,87.0,58.35,68.30000000000001,72.1,2.72,1.6,3.3,0.8,10.8,98.0,1020.2,0.0,0.0
338,1,19:00:00,0.0,270.70000000000005,1.56,143.05,51.65,89.85,93.5,4.74,2.9,3.9,0.7,10.4,43.0,1020.1,0.0,0.0
338,1,20:00:00,0.0,284.4,1.75,154.45,47.85,100.95,111.8,6.38,2.4,3.3,0.5,10.1,52.0,1020.0,0.0,0.0
338,1,21:00:00,0.0,274.55,1.93,149.6,45.45,110.75,119.6,7.33,2.1,3.2,0.5,10.1,65.0,1020.6,0.0,0.0
338,1,22:00:00,0.0,242.5,2.27,129.65,44.05,111.25,124.3,7.8,2.3,6.4,0.4,9.7,23.0,1020.4,0.0,0.0
338,1,23:00:00,0.0,54.45,1.02,14.2,32.75,78.80000000000001,80.6,5.88,3.0,13.5,0.3,10.1,15.0,1020.6,0.0,0.0
339,2,00:00:00,0.0,29.35,0.74,2.75,25.15,68.0,66.6,5.16,3.3,15.9,-0.1,8.3,0.0,1020.8,0.0,0.0
339,2,01:00:00,0.0,20.25,0.65,2.0,17.25,59.25,59.8,4.24,3.3,21.8,-0.2,9.4,0.0,1020.7,0.0,0.0
339,2,02:00:00,0.0,17.65,0.58,1.45,15.45,50.25,53.2,3.28,2.9,23.7,-0.2,9.7,0.0,1020.7,0.0,0.0
339,2,03:00:00,0.0,14.0,0.54,0.8500000000000001,12.7,49.05,49.4,2.73,2.8,24.0,0.4,9.0,100.0,1021.1,0.0,0.0
339,2,04:00:00,0.0,11.5,0.5,0.3999999999999999,10.8,41.5,44.6,2.51,2.8,25.4,0.9,10.1,100.0,1021.0,0.0,0.0
339,2,05:00:00,0.0,16.7,0.51,2.35,13.15,36.3,41.0,2.16,2.4,24.1,1.4,9.7,100.0,1021.0,0.0,0.0
339,2,06:00:00,0.0,26.95,0.51,4.25,20.55,38.9,40.9,1.99,2.4,18.4,1.7,8.6,100.0,1021.5,0.0,0.0
339,2,07:00:00,0.1,45.400000000000006,0.62,11.3,28.1,40.1,42.3,2.19,2.5,10.8,1.9,9.0,100.0,1021.8,0.0,0.0
339,2,08:00:00,0.56,64.55,0.72,19.65,34.5,48.1,45.8,2.36,2.7,5.5,2.1,8.6,100.0,1021.9,0.0,0.0
339,2,09:00:00,0.82000000001,66.1,0.59,21.75,32.8,47.85,46.2,2.58,2.7,6.7,2.2,9.0,100.0,1022.6,0.0,0.0
339,2,10:00:00,0.98999999999,48.150000000000006,0.46,13.7,27.200000000000003,40.4,42.4,2.33,2.5,17.1,2.2,8.3,100.0,1022.5,0.0,0.0
339,2,11:00:00,1.07,48.95,0.5,11.2,31.7,38.35,40.1,1.56,2.0,22.4,2.2,8.6,100.0,1022.7,0.1,0.0
339,2,12:00:00,1.16000000001,41.75,0.48,8.950000000000001,27.95,40.05,39.7,1.36,2.0,25.0,2.4,10.8,100.0,1022.8,0.1,0.0
339,2,13:00:00,0.64999999999,52.65,0.5,13.5,32.0,33.45,36.1,1.54,1.7,19.1,2.4,7.9,100.0,1023.6,0.1,0.0
339,2,14:00:00,0.23,50.7,0.51,12.75,31.15,28.950000000000003,33.7,1.72,1.7,20.8,2.3,5.8,100.0,1023.7,0.0,0.0
339,2,15:00:00,0.01000000001,44.400000000000006,0.57,8.55,31.35,31.8,36.5,1.55,1.9,16.1,2.4,5.4,100.0,1024.5,0.1,0.0
339,2,16:00:00,0.0,49.1,0.6,10.5,33.05,35.45,37.2,1.94,1.8,9.0,2.3,6.1,100.0,1024.5,0.1,0.0
339,2,17:00:00,0.0,70.5,0.74,21.9,37.0,39.150000000000006,45.1,2.39,2.2,4.1,2.2,7.6,100.0,1024.9,0.0,0.0
339,2,18:00:00,0.0,84.35,0.89,32.0,35.35,48.85,53.9,2.92,2.7,2.4,2.2,7.2,100.0,1025.7,0.4,0.0
339,2,19:00:00,0.0,103.05,0.87,45.95,32.7,67.9,67.8,4.19,3.5,3.3,2.3,6.8,100.0,1025.7,0.5,0.0
339,2,20:00:00,0.0,93.7,0.75,41.3,30.450000000000003,67.65,69.3,5.16,3.3,2.6,2.3,10.8,100.0,1026.3,0.4,0.0
339,2,21:00:00,0.0,67.35,0.7,25.700000000000003,27.950000000000003,66.0,64.6,4.59,3.0,2.4,2.3,10.8,100.0,1026.4,0.2,0.0
339,2,22:00:00,0.0,59.85,0.74,21.5,26.950000000000003,56.2,63.2,3.53,3.1,2.5,2.0,10.8,100.0,1027.1,0.1,0.0
339,2,23:00:00,0.0,35.75,0.59,8.15,23.2,55.1,58.9,3.0,2.7,3.3,1.9,5.8,100.0,1027.2,0.3,0.0
340,3,00:00:00,0.0,29.35,0.55,4.4,22.7,51.900000000000006,56.4,2.64,2.5,4.5,2.5,6.1,100.0,1027.3,0.4,0.0
340,3,01:00:00,0.0,30.200000000000003,0.55,4.85,22.85,51.85,56.7,2.5,2.1,3.6,2.4,5.8,100.0,1026.7,0.2,0.0
340,3,02:00:00,0.0,27.3,0.55,3.3000000000000003,22.2,52.05,55.2,2.55,1.6,4.7,2.4,6.5,100.0,1027.3,0.2,0.0
340,3,03:00:00,0.0,23.6,0.49,1.65,21.05,47.400000000000006,50.8,2.38,1.6,5.5,2.6,8.3,100.0,1027.2,0.1,0.0
340,3,04:00:00,0.0,21.6,0.49,1.6,19.2,44.400000000000006,48.8,2.1,1.6,11.8,2.6,8.3,100.0,1027.1,0.1,0.0
340,3,05:00:00,0.0,24.6,0.49,2.9000000000000004,20.15,46.6,49.4,2.01,1.5,9.1,2.5,7.9,100.0,1027.2,0.0,0.0
340,3,06:00:00,0.0,53.45,0.55,18.95,24.4,43.8,50.2,2.31,1.2,4.0,2.6,7.6,100.0,1027.4,0.1,0.0
340,3,07:00:00,0.0,78.9,0.62,34.9,25.55,46.25,50.6,2.73,1.5,2.3,2.6,6.1,100.0,1027.8,0.0,0.0
340,3,08:00:00,0.00999999999,98.9,0.7,44.1,31.35,47.1,52.4,2.86,1.9,2.4,2.7,5.0,100.0,1027.7,0.0,0.0
340,3,09:00:00,0.74000000001,98.2,0.69,43.05,32.3,48.2,49.9,2.59,2.4,3.6,2.8,5.4,100.0,1028.1,0.1,0.0
340,3,10:00:00,1.0,128.0,0.72,58.9,37.85,48.1,51.8,2.08,2.5,5.1,2.8,5.0,100.0,1027.0,0.1,0.0
340,3,11:00:00,0.76999999999,159.6,0.86,76.45,42.65,48.85,52.1,2.02,2.1,6.7,2.9,3.6,100.0,1027.3,0.1,0.0
340,3,12:00:00,0.54,116.15,0.71,51.55,37.35,47.6,51.1,1.75,1.9,10.9,3.1,3.2,100.0,1027.1,0.1,0.0
340,3,13:00:00,0.22,150.75,0.84,69.3,44.75,55.55,58.0,1.59,4.6,6.0,3.1,4.0,100.0,1026.6,0.0,0.0
340,3,14:00:00,0.03,134.2,0.81,60.6,41.5,46.45,52.3,1.6800000000000002,3.2,9.8,3.1,4.0,100.0,1026.9,0.0,0.0
340,3,15:00:00,0.0,142.7,1.02,66.1,41.65,50.0,53.5,1.77,2.4,6.2,3.1,4.0,100.0,1027.0,0.0,0.0
340,3,16:00:00,0.0,92.15,0.9,39.25,32.05,51.45,52.7,2.71,2.9,5.4,2.8,5.4,100.0,1026.6,0.1,0.0
340,3,17:00:00,0.0,126.0,1.01,57.2,38.45,54.1,55.5,2.74,2.6,5.4,2.4,6.5,100.0,1027.0,0.0,0.0
340,3,18:00:00,0.0,146.4,1.44,74.15,33.0,68.4,80.1,3.75,3.6,3.7,2.3,6.1,100.0,1026.3,0.0,0.0
340,3,19:00:00,0.0,108.35,1.21,49.25,32.95,76.6,81.9,4.83,4.5,4.5,1.7,9.0,100.0,1025.9,0.0,0.0
340,3,20:00:00,0.0,44.45,0.73,11.6,26.700000000000003,59.85,65.3,4.31,2.5,7.7,1.6,9.0,100.0,1026.0,0.0,0.0
340,3,21:00:00,0.0,27.15,0.57,5.199999999999999,19.15,48.55,53.4,2.69,1.6,14.8,1.6,9.4,100.0,1025.6,0.0,0.0
340,3,22:00:00,0.0,27.6,0.53,5.5,19.1,44.75,47.3,2.38,1.9,18.1,1.8,10.4,91.0,1024.7,0.0,0.0
340,3,23:00:00,0.0,20.85,0.44,3.7,15.1,38.95,40.5,1.97,2.1,24.9,1.7,9.4,100.0,1024.2,0.0,0.0
341,4,00:00:00,0.0,19.2,0.39,3.75,13.55,36.55,37.4,1.64,1.6,28.6,2.2,12.2,100.0,1023.2,0.0,0.0
341,4,01:00:00,0.0,14.35,0.34,2.95,9.75,32.7,34.4,1.42,1.4,29.0,2.4,10.1,100.0,1022.2,0.0,0.0
341,4,02:00:00,0.0,10.0,0.3,1.0,8.5,28.0,32.9,1.33,1.0,30.8,2.3,9.0,100.0,1021.8,0.0,0.0
341,4,03:00:00,0.0,9.0,0.29,0.6000000000000001,8.1,26.700000000000003,31.5,1.2,1.3,32.2,2.0,11.9,6.0,1020.6,0.0,0.0
341,4,04:00:00,0.0,7.5,0.26,0.75,6.35,26.7,30.0,1.11,0.9,43.1,1.3,11.2,0.0,1019.8,0.0,0.0
341,4,05:00:00,0.0,8.25,0.23,1.0,6.75,23.450000000000003,28.1,0.94,0.9,48.3,1.2,13.0,0.0,1018.7,0.0,0.0
341,4,06:00:00,0.0,17.65,0.26,2.5,13.85,24.15,27.5,0.88,0.8,37.3,1.0,14.0,100.0,1017.5,0.0,0.0
341,4,07:00:00,0.35,32.9,0.33,4.5,26.0,21.9,25.1,1.02,0.6,30.0,1.2,15.8,0.0,1017.2,0.0,0.0
341,4,08:00:00,2.17,45.5,0.39,8.05,33.15,21.6,23.9,1.39,1.0,18.1,2.1,20.2,0.0,1016.3,0.0,0.0
341,4,09:00:00,7.03000000001,31.8,0.34,8.5,18.75,19.85,21.8,1.55,1.2,36.9,3.1,24.5,4.0,1015.2,0.0,0.0
341,4,10:00:00,3.78,21.9,0.32,5.9,12.9,22.15,21.3,0.96,0.9,43.3,3.6,23.8,49.0,1014.5,0.0,0.0
341,4,11:00:00,3.89999999999,24.5,0.31,7.6,12.8,28.1,22.5,0.88,0.9,48.2,3.8,23.0,61.0,1013.5,0.0,0.0
341,4,12:00:00,1.46000000001,19.55,0.29,5.550000000000001,11.1,23.05,21.9,0.76,0.8,50.8,4.0,18.0,98.0,1013.2,0.0,0.0
341,4,13:00:00,2.32999999999,23.95,0.29,7.1,13.1,25.15,21.6,0.75,0.5,49.5,3.8,14.8,100.0,1013.3,0.0,0.0
341,4,14:00:00,0.49,27.65,0.29,6.6,17.6,25.9,20.5,0.79,0.6,46.4,3.5,14.4,100.0,1014.2,0.0,0.0
341,4,15:00:00,0.0,26.75,0.3,4.45,19.9,24.1,17.5,0.895,1.0,44.1,3.2,11.5,99.0,1014.0,0.0,0.0
341,4,16:00:00,0.0,31.35,0.33,7.0,20.65,18.25,17.3,1.0,1.1,40.8,3.0,10.8,82.0,1014.0,0.0,0.0
341,4,17:00:00,0.0,28.85,0.33,6.699999999999999,18.65,19.55,17.6,1.15,1.2,41.0,2.6,10.8,100.0,1014.1,0.0,0.0
341,4,18:00:00,0.0,29.25,0.37,6.4,19.55,17.0,18.2,1.14,1.5,38.1,2.5,11.5,100.0,1013.5,0.0,0.0
341,4,19:00:00,0.0,33.95,0.4,6.8500000000000005,23.45,16.05,15.6,1.33,1.6,32.4,2.5,11.9,100.0,1014.1,0.0,0.0
341,4,20:00:00,0.0,29.8,0.38,5.95,20.700000000000003,14.45,13.0,1.39,1.6,35.0,2.5,9.7,100.0,1014.3,0.0,0.0
341,4,21:00:00,0.0,28.65,0.46,4.65,21.55,17.0,19.0,1.2,1.6,32.3,2.5,7.9,100.0,1014.3,0.1,0.0
341,4,22:00:00,0.0,26.55,0.4,5.1,18.75,16.4,15.8,1.42,2.0,30.1,2.2,5.8,100.0,1014.6,0.1,0.0
341,4,23:00:00,0.0,46.2,0.52,16.65,20.700000000000003,17.35,19.7,1.4,2.0,29.3,2.1,6.8,100.0,1014.0,0.1,0.0
342,5,00:00:00,0.0,42.75,0.62,13.15,22.55,30.6,36.6,1.52,2.4,22.7,1.8,4.7,100.0,1014.3,0.0,0.0
342,5,01:00:00,0.0,46.85,0.63,17.65,19.9,37.5,42.2,2.26,2.5,12.0,2.0,3.2,100.0,1014.5,0.0,0.0
342,5,02:00:00,0.0,33.3,0.62,11.45,15.75,31.9,38.2,2.01,1.9,18.7,2.3,6.1,91.0,1014.4,0.0,0.0
342,5,03:00:00,0.0,21.15,0.5,4.800000000000001,13.9,28.15,32.1,1.47,1.8,20.7,2.3,1.4,100.0,1014.5,0.0,0.0
342,5,04:00:00,0.0,24.0,0.51,7.1,13.15,34.3,38.3,1.55,1.1,10.1,1.9,4.7,100.0,1014.5,0.0,0.0
342,5,05:00:00,0.0,29.85,0.51,8.950000000000001,16.1,33.55,37.8,1.65,1.3,5.6,1.9,5.0,100.0,1015.3,0.0,0.0
342,5,06:00:00,0.0,29.5,0.49,9.45,15.05,34.6,38.2,1.67,1.2,4.5,2.4,7.6,100.0,1014.6,0.0,0.0
342,5,07:00:00,0.16,60.55,0.63,27.3,18.7,33.650000000000006,36.2,1.62,1.5,3.4,2.6,9.4,100.0,1015.2,0.0,0.0
342,5,08:00:00,0.74,62.35,0.59,27.15,20.700000000000003,29.45,31.8,1.9,1.8,3.0,3.0,6.8,87.0,1015.5,0.0,0.0
342,5,09:00:00,1.16,51.85,0.55,20.9,19.8,22.55,26.0,2.13,1.7,5.4,3.7,7.9,11.0,1015.1,0.0,0.0
342,5,10:00:00,1.38,41.25,0.51,16.2,16.5,24.4,27.9,1.96,1.4,6.7,4.2,8.6,86.0,1014.8,0.0,0.0
342,5,11:00:00,2.66,43.65,0.56,17.700000000000003,16.5,25.85,28.9,2.13,1.3,8.6,4.6,9.0,100.0,1014.4,0.0,0.0
342,5,12:00:00,1.8,47.0,0.63,19.55,17.0,26.05,33.3,1.97,1.4,12.6,4.7,10.8,100.0,1013.3,0.0,0.0
342,5,13:00:00,1.11,33.15,0.47,11.15,16.1,22.700000000000003,23.3,1.97,1.6,14.3,4.6,7.9,100.0,1013.0,0.0,0.0
342,5,14:00:00,0.8,30.4,0.48,8.9,16.75,19.95,22.1,2.04,1.7,13.6,4.3,8.6,93.0,1012.7,0.0,0.0
342,5,15:00:00,0.02,29.65,0.47,9.3,15.45,18.65,17.5,1.96,2.2,18.4,3.6,9.4,84.0,1013.0,0.0,0.0
342,5,16:00:00,0.0,35.35,0.43,10.55,19.25,18.15,15.4,1.86,4.6,15.6,2.6,11.9,8.0,1013.6,0.0,0.0
342,5,17:00:00,0.0,31.1,0.43,6.5,21.200000000000003,22.1,20.4,1.76,6.8,13.0,1.6,11.2,0.0,1013.3,0.0,0.0
342,5,18:00:00,0.0,39.75,0.6,10.55,23.55,31.15,33.3,2.4,9.1,14.0,1.2,10.4,0.0,1012.4,0.0,0.0
342,5,19:00:00,0.0,28.3,0.47,6.55,18.3,18.75,21.6,2.08,9.5,26.1,1.0,10.1,0.0,1012.7,0.0,0.0
342,5,20:00:00,0.0,36.1,0.48,6.25,26.55,26.2,24.5,1.84,9.0,14.6,0.6,9.7,0.0,1012.2,0.0,0.0
342,5,21:00:00,0.0,25.85,0.45,4.5,18.95,24.4,23.6,2.06,7.8,29.4,0.3,9.0,0.0,1011.9,0.0,0.0
342,5,22:00:00,0.0,19.95,0.38,5.75,11.15,18.85,17.7,1.34,6.7,39.0,0.1,8.6,0.0,1011.7,0.0,0.0
342,5,23:00:00,0.0,12.5,0.33,2.25,9.05,10.95,16.1,0.97,6.0,40.4,-0.1,8.6,0.0,1011.3,0.0,0.0
343,6,00:00:00,0.0,13.4,0.31,2.95,8.9,10.9,14.5,0.83,6.2,41.8,0.5,10.1,1.0,1011.0,0.0,0.0
343,6,01:00:00,0.0,13.0,0.3,3.15,8.1,14.3,14.3,0.78,5.5,41.9,0.6,10.1,0.0,1011.1,0.0,0.0
343,6,02:00:00,0.0,13.4,0.3,2.95,8.95,14.8,16.1,0.72,5.2,41.8,0.2,7.2,0.0,1011.6,0.0,0.0
343,6,03:00:00,0.0,15.5,0.31,3.7,9.85,13.05,15.6,0.74,4.6,39.6,0.3,6.5,20.0,1011.8,0.0,0.0
343,6,04:00:00,0.0,9.5,0.3,1.75,6.85,13.2,13.5,0.7,3.2,41.3,0.4,7.2,10.0,1011.6,0.0,0.0
343,6,05:00:00,0.0,10.85,0.29,2.2,7.449999999999999,11.85,12.0,0.69,2.1,40.7,0.5,7.9,0.0,1011.9,0.0,0.0
343,6,06:00:00,0.0,10.45,0.28,2.8000000000000003,6.199999999999999,9.5,10.8,0.67,1.7,45.4,0.6,7.6,94.0,1012.0,0.0,0.0
343,6,07:00:00,0.0,10.4,0.27,3.1,5.699999999999999,8.85,11.0,0.65,1.2,48.6,0.6,4.0,0.0,1012.1,0.0,0.0
343,6,08:00:00,0.82,12.0,0.28,2.6,8.05,8.2,10.1,0.59,1.2,45.7,1.3,5.0,0.0,1012.8,0.0,0.0
